MD_EARN_WNE_P10,CCBASIC,CCSIZSET,CCUGPROF,TUITIONFEE_OUT,APPL_SCH_PCT_GE5,FEMALE,PFTFTUG1_EF,ZIP,GT_THRESHOLD_1YR,VETERAN,MARRIED,COMPL_RPY_1YR_RT,COMP_ORIG_YR6_RT,DEP_COMP_ORIG_YR4_RT,WDRAW_ORIG_YR2_RT,NOT1STGEN_COMP_ORIG_YR2_RT,UG25ABV
34521.0,5.0,2.0,2.0,5124.0,0.0580296896,0.7327935223,0.4728,71731-7010,169.0,,0.1659919028,0.6160714286,0.276717557252,0.33023255814,0.252717391304,0.358974358974,0.3366
42386.0,18.0,14.0,10.0,15110.0,0.1177455357,0.5619419643,0.7785,71753,397.0,,0.0574776786,0.6908665105,0.421856639248,0.384412153236,0.273477812178,0.317073170732,0.0937
36376.0,8.0,2.0,3.0,4519.0,0.0766550523,0.5644599303,0.6132,71701-1906,306.0,,0.1306620209,0.5564516129,0.339449541284,0.413333333333,0.400651465798,0.461538461538,0.2591
17412.0,-2.0,-2.0,-2.0,,,,0.5714,72202-5452,,,,,,,,,0.7333
41102.0,22.0,12.0,7.0,13440.0,0.0450350683,0.5636766334,0.6767,72913-3649,704.0,0.0062753784,0.1125876707,0.6550868486,0.333530106257,0.283687943262,0.369198312236,0.130801687764,0.1814
39008.0,18.0,12.0,5.0,26728.0,0.0815315315,0.5731981982,0.2103,94105,459.0,0.0087837838,0.1452702703,0.496373892,0.18764940239,0.138053097345,0.449974079834,0.023640661939,0.4345
42563.0,3.0,3.0,1.0,8684.0,0.1918518519,0.542962963,0.084,94501,,,0.1437037037,,0.110520722635,0.099216710183,0.453201970443,,0.3963
42786.0,2.0,4.0,1.0,8994.0,0.088589136,0.5370032811,0.4362,93454-6399,20.0,0.010572366,0.1009843237,,0.093421779989,0.040992448759,0.506969919296,,0.2822
27019.0,-2.0,-2.0,-2.0,38325.0,0.2116402116,0.5952380952,0.6364,90028,,,,0.4094488189,0.714285714286,0.783950617284,0.172222222222,0.68,0.106
22481.0,-2.0,-2.0,-2.0,,,0.4931506849,0.3333,91790,23.0,,0.1095890411,0.6964285714,0.666666666667,0.666666666667,,,0.3514
38430.0,10.0,2.0,4.0,,0.0608365019,0.7830323194,0.3342,90004,1290.0,0.0087927757,0.1345057034,0.3306325144,0.76006655574,0.772256728778,0.122759369908,0.77731092437,0.5715
40162.0,5.0,5.0,1.0,10768.0,0.0981421648,0.5744480345,0.1596,95841-4286,348.0,0.0149434572,0.2008616047,0.375,0.073348151142,0.051061678463,0.463823933975,0.032989690722,0.4972
36526.0,14.0,12.0,5.0,7724.0,0.097799511,0.588590057,0.4211,93536-5426,295.0,0.0084759576,0.0878565607,0.3682539683,0.113382457808,0.181657848325,0.490763546798,0.115151515152,0.3347
71958.0,20.0,9.0,13.0,49942.0,0.2509025271,0.5523465704,0.674,91103,273.0,,0.0198555957,0.6469298246,0.685628742515,0.555555555556,0.073825503356,,0.2007
24368.0,-2.0,-2.0,-2.0,,0.0429988975,0.5644983462,1.0,90017-1604,52.0,,0.1179713341,0.3902439024,0.570175438596,0.625,0.38202247191,,0.8167
26688.0,-2.0,-2.0,-2.0,,0.0308641975,0.2469135802,1.0,92108-1630,22.0,0.1882716049,0.1111111111,0.3384615385,0.55,,0.394366197183,,0.7674
66677.0,16.0,14.0,11.0,42330.0,0.2620256224,0.7258883249,0.7822,91702-7000,1301.0,0.0058013053,0.1696881798,0.6194029851,0.595446584939,0.615015974441,0.072224699064,0.169381107492,0.2209
37291.0,14.0,15.0,5.0,9560.0,0.0808316929,0.5835383858,0.3859,93305-1299,28.0,0.0056594488,0.0878444882,0.7179487179,0.04070753574,0.020566550252,0.504005340454,,0.2949
35104.0,7.0,2.0,2.0,9072.0,0.0598073999,0.6279776989,0.2554,92311,48.0,0.0121642169,0.2519006589,,0.080900750626,0.183431952663,0.477611940299,0.12389380531,0.4857
23576.0,-2.0,-2.0,-2.0,,0.0476190476,0.7936507937,1.0,91911,17.0,,0.2222222222,,0.737704918033,,0.229007633588,,0.5862
56778.0,17.0,14.0,13.0,44382.0,0.3693450371,0.6677920324,0.7298,90639-0001,571.0,,0.0202565834,0.7844129555,0.71047008547,0.641943734015,0.128205128205,0.090476190476,0.0793
68767.0,-2.0,-2.0,-2.0,,,,1.0,92805,179.0,0.0643939394,0.2310606061,0.5952380952,0.811188811189,,,,0.5851
40283.0,23.0,9.0,11.0,12184.0,0.0260570305,0.6715830875,0.7243,85281,255.0,0.058013766,0.3156342183,0.2983050847,0.247326203209,0.196428571429,0.448871181939,0.347826086957,0.8846
41810.0,7.0,4.0,2.0,7816.0,0.0775588048,0.5126086035,0.3757,95965-8399,171.0,0.0084763721,0.090273363,0.5903614458,0.04347826087,0.021290322581,0.568079350766,0.052478134111,0.3166
48848.0,17.0,9.0,11.0,,,0.7764705882,,94103,24.0,,0.1647058824,0.42,0.666666666667,,,,0.8929
44114.0,1.0,4.0,1.0,8630.0,0.1137607506,0.5586395622,0.2737,95003,150.0,0.0043002346,0.0598123534,0.649122807,0.1585431173,0.132867132867,0.470103092784,0.080291970803,0.3795
61504.0,18.0,13.0,11.0,38058.0,0.2654913145,0.6606170599,0.5432,92504-3297,1328.0,0.0064817215,0.1495981333,0.590443686,0.580823293173,0.518825301205,0.151826015593,0.138769670959,0.1991
49414.0,30.0,11.0,11.0,54706.0,0.3972972973,0.6189189189,0.7037,94107-2247,113.0,,,0.6862170088,0.632142857143,0.576687116564,0.217821782178,0.175824175824,0.1281
128566.0,15.0,11.0,14.0,60864.0,0.7282608696,0.4565217391,0.9655,91125,104.0,,,,,,,,0.002
68712.0,18.0,14.0,13.0,48012.0,0.5280898876,0.6172284644,0.7297,91360-2787,551.0,,0.0629213483,0.712,0.653731343284,0.718360071301,0.078305519897,0.188034188034,0.0822
90768.0,18.0,16.0,14.0,28229.0,0.6346855059,0.5029626253,0.8594,93407,3009.0,,0.0123062899,0.8833333333,0.777699613085,0.769537480064,0.062793215446,0.094063222822,0.029
66666.0,17.0,9.0,5.0,13680.0,0.1107594937,0.6993670886,,92131,269.0,,0.2784810127,0.4651162791,0.510204081633,,0.11,0.628571428571,0.5053
59009.0,18.0,15.0,13.0,19517.0,0.2405963303,0.6426605505,0.4817,93311-1099,32.0,0.0027522936,0.0837155963,0.5833333333,0.311224489796,0.077067669173,0.250988142292,,0.2296
63188.0,18.0,12.0,11.0,19614.0,0.2020857474,0.6771726535,0.4002,95382-0299,1663.0,0.0050984936,0.0818076477,0.658872077,0.609453877926,0.503937007874,0.129019607843,0.25,0.2332
59977.0,16.0,15.0,11.0,19366.0,0.3359176257,0.6247122956,0.4666,92407-2393,2728.0,0.0047244094,0.0654149001,0.5319521447,0.637971391417,0.496460449369,0.143557079863,0.258741258741,0.2236
71902.0,18.0,15.0,11.0,19319.0,0.4746555118,0.4947096457,0.5406,91768,3934.0,0.0054133858,0.0386318898,0.7717923604,0.716670327257,0.595813785637,0.099433962264,0.165170556553,0.1876
64172.0,18.0,15.0,11.0,19852.0,0.3771984925,0.5745917085,0.5872,95929-0150,3137.0,0.0039258794,0.0524497487,0.7230202578,0.685462555066,0.601224783862,0.10379403794,0.220253164557,0.1459
57162.0,18.0,15.0,7.0,18940.0,0.2746580853,0.6572807723,0.4768,90747-0005,2542.0,0.0065969429,0.0680611424,0.5229405631,0.578516902944,0.501689189189,0.126903553299,0.319306930693,0.3266
61244.0,16.0,15.0,11.0,18543.0,0.2057572784,0.6211972522,0.5465,93740,3489.0,0.003598299,0.0624795551,0.6553205552,0.614877789586,0.483770449234,0.142663306842,0.235795454545,0.151
62951.0,16.0,15.0,11.0,18887.0,0.3954556066,0.5980079371,0.5066,92832-3599,6295.0,0.0041241927,0.0521360205,0.7173061864,0.729172471441,0.652116402116,0.074581430746,0.264441591784,0.1869
71401.0,16.0,15.0,13.0,18875.0,0.3055740988,0.659212283,0.3225,94542,2072.0,0.0063417891,0.0767690254,0.6594963274,0.565558912387,0.443425076453,0.1733034212,0.246105919003,0.3752
64403.0,16.0,15.0,13.0,18764.0,0.4389196333,0.5901544561,0.5638,90840-0115,5770.0,0.0039646486,0.036177418,0.7313270486,0.776177617762,0.711307767945,0.079106114615,0.256766134629,0.179
59211.0,18.0,15.0,11.0,18685.0,0.4150446239,0.6057798555,0.5667,90032-8506,4401.0,0.0030599235,0.0470888228,0.6214087118,0.616604477612,0.454156769596,0.141673436231,0.323583180987,0.2377
59115.0,18.0,15.0,11.0,18949.0,0.3813029587,0.5794554799,0.4876,91330,5653.0,0.0044450618,0.043547715,0.656920078,0.640830449827,0.52465605194,0.141215892772,0.281432748538,0.2213
64876.0,18.0,15.0,11.0,19364.0,0.2924815298,0.5933941764,0.4974,95819-2694,5772.0,0.0053889613,0.0660582355,0.6847119965,0.637906647808,0.544695259594,0.116941110801,0.289415247964,0.2209
92446.0,15.0,16.0,15.0,44467.0,0.722785368,0.5464962539,0.7082,94720,4401.0,0.0026443367,0.0260026443,0.8229773463,0.743494423792,0.746526705773,0.069005847953,0.190334128878,0.0538
80838.0,15.0,16.0,15.0,44930.0,0.7244612069,0.6267241379,0.6859,95616-8678,4509.0,0.0025862069,0.0229525862,0.8423188406,0.813374209619,0.766938300349,0.07521105142,0.202156334232,0.043
80735.0,15.0,16.0,15.0,44011.0,0.8026678426,0.5660897365,0.6854,92697,4450.0,0.0013228971,0.0152133172,0.8136834133,0.749405233941,0.789028571429,0.049860041987,0.194058154235,0.0363
82511.0,15.0,17.0,15.0,43473.0,0.8166963095,0.6031569586,0.6355,90095-1405,4464.0,0.0027790129,0.0151178301,0.8077140169,0.824773413897,0.803558718861,0.061974789916,0.161057692308,0.0369
67699.0,15.0,16.0,13.0,43946.0,0.8196567129,0.5768869034,0.7855,92521,2968.0,0.0014107689,0.0158711498,0.6964595197,0.626283846872,0.70704845815,0.076668048073,0.125,0.0653
84943.0,15.0,17.0,15.0,44978.0,0.8262260128,0.5198560768,0.6792,92093,4358.0,0.0026652452,0.0159914712,0.8423169751,0.860964912281,0.843698403963,0.043198714085,0.192283758556,0.0466
74915.0,15.0,16.0,15.0,44689.0,0.8029048883,0.5778541309,0.7,93106,2172.0,,0.0064032485,0.7534136546,0.648370019504,0.531104651163,0.101296596434,0.143865842895,0.025
68396.0,15.0,17.0,15.0,44312.0,0.7973637961,0.5430579965,0.7538,95064-1011,2381.0,,0.0105448155,0.7487922705,0.693739967897,0.715014577259,0.097325870647,0.174363807729,0.0498
22255.0,-2.0,-2.0,-2.0,,,,1.0,95354,17.0,,0.1346153846,,,,,,0.3016
19347.0,-2.0,-2.0,-2.0,,0.0371747212,0.7063197026,1.0,91942-5055,,,0.1895910781,0.4926829268,0.8,0.818181818182,,,0.5319
41198.0,19.0,11.0,15.0,55056.0,0.3940397351,0.5264900662,0.7683,91355-2397,86.0,,,0.6478873239,0.649746192893,,0.126262626263,0.164948453608,0.1016
94784.0,22.0,8.0,11.0,18996.0,0.3930348259,0.1915422886,0.6744,94590-8181,263.0,,,0.9197860963,0.641025641026,0.621951219512,0.101604278075,,0.1
50087.0,3.0,3.0,1.0,9006.0,0.1359338061,0.6548463357,0.1702,94061-1099,44.0,,0.109929078,,0.105442176871,0.062761506276,0.354330708661,,0.3796
49022.0,2.0,5.0,1.0,9322.0,0.1580512351,0.5697621226,0.4006,91355-1899,33.0,0.0116651418,0.0862305581,0.5602836879,0.102924420813,0.061238223419,0.428420496566,,0.3236
24410.0,-2.0,-2.0,-2.0,,0.0438247012,,0.9063,92845,50.0,,0.1394422311,0.5769230769,0.776,,,,0.4278
49854.0,10.0,1.0,4.0,,,0.6222222222,0.1237,91403,108.0,,0.2666666667,0.3421985816,0.63141025641,0.596153846154,0.163636363636,,0.7114
32986.0,-2.0,-2.0,-2.0,,0.0197268589,0.3389984825,1.0,92102,897.0,0.028831563,0.2215477997,0.3215946844,0.750744786495,0.841818181818,0.172340425532,0.814814814815,0.7172
32986.0,-2.0,-2.0,-2.0,,0.0197268589,0.3389984825,1.0,95110,897.0,0.028831563,0.2215477997,0.3215946844,0.750744786495,0.841818181818,0.172340425532,0.814814814815,0.4432
32986.0,-2.0,-2.0,-2.0,,0.0197268589,0.3389984825,1.0,92243,897.0,0.028831563,0.2215477997,0.3215946844,0.750744786495,0.841818181818,0.172340425532,0.814814814815,0.5849
32986.0,-2.0,-2.0,-2.0,,0.0197268589,0.3389984825,1.0,92324,897.0,0.028831563,0.2215477997,0.3215946844,0.750744786495,0.841818181818,0.172340425532,0.814814814815,0.4889
32986.0,-2.0,-2.0,-2.0,,0.0197268589,0.3389984825,1.0,95076,897.0,0.028831563,0.2215477997,0.3215946844,0.750744786495,0.841818181818,0.172340425532,0.814814814815,0.2333
32986.0,-2.0,-2.0,-2.0,,0.0197268589,0.3389984825,1.0,93906,897.0,0.028831563,0.2215477997,0.3215946844,0.750744786495,0.841818181818,0.172340425532,0.814814814815,0.1859
41156.0,1.0,5.0,2.0,10324.0,0.17350977,0.5529309918,0.3796,90650-6298,114.0,0.0074202325,0.0716052436,0.7093023256,0.090003757986,0.033571428571,0.479672717975,0.030769230769,0.4101
34963.0,3.0,3.0,1.0,9514.0,0.0586565752,0.665089877,0.1342,93555-9571,,,0.1977294229,,,,0.487666034156,,0.5271
48143.0,1.0,4.0,1.0,8158.0,0.143153527,0.5889152341,0.2815,94545,59.0,0.0062240664,0.1043272081,0.5208333333,0.094339622642,0.052727272727,0.48282566429,,0.4063
42975.0,1.0,5.0,1.0,9392.0,0.1204961607,0.5981098641,0.3505,91737-3002,28.0,0.0068517425,0.0950974601,,0.009810333551,0.007858546169,0.452653799759,,0.36
70070.0,16.0,14.0,14.0,60672.0,0.7343834872,0.6474741988,0.8613,92866,894.0,,0.0086909288,0.7318070319,0.744985673352,0.769230769231,0.081666666667,0.119547657512,0.0254
83438.0,26.0,6.0,9.0,14954.0,0.25,0.6774193548,0.175,90059,52.0,,0.0967741935,0.511627907,0.708333333333,,0.117647058824,,0.5569
65083.0,17.0,14.0,13.0,40180.0,0.4093816631,0.6727078891,0.5762,92612-3203,519.0,,0.0692963753,0.7834224599,0.570671378092,0.642857142857,0.112449799197,0.225641025641,0.1218
49766.0,20.0,7.0,11.0,26300.0,0.1771561772,0.5431235431,0.3167,92071,38.0,,0.2004662005,0.5424836601,0.338028169014,0.255319148936,0.285714285714,,0.1581
42065.0,1.0,4.0,1.0,9310.0,0.1414841305,0.5815824765,0.4725,91741-1899,,0.0131873044,0.0683951721,0.2857142857,0.120567375887,0.05753070459,0.42719665272,,0.3038
45805.0,4.0,5.0,1.0,12244.0,0.1467785844,0.5263157895,0.2794,94112-1898,131.0,0.0097549909,0.1154718693,0.5310734463,0.089016294508,0.057383966245,0.442036290323,0.038461538462,0.5865
64372.0,16.0,18.0,0.0,,,0.6,,91711-6160,35.0,,0.4285714286,,,,,,
104736.0,21.0,11.0,14.0,60715.0,0.5492957746,0.4882629108,0.9699,91711-6400,135.0,,,,0.891089108911,,,,0.0021
32493.0,-2.0,-2.0,-2.0,,0.0133079848,0.8982889734,1.0,93277,174.0,,0.1663498099,0.3366778149,0.778325123153,0.845360824742,0.158774373259,,0.4023
50098.0,-2.0,-2.0,-2.0,,,0.9207317073,0.5333,93611,55.0,,0.2926829268,,0.765957446809,,,,0.7353
44483.0,3.0,3.0,1.0,8734.0,0.1049931601,0.5567715458,0.0375,92708-2597,86.0,0.0102599179,0.3690150479,0.6,0.150025866529,0.087962962963,0.429383116883,0.062893081761,0.5894
51017.0,22.0,7.0,15.0,22480.0,0.1267123288,0.3424657534,0.527,95134,74.0,,,0.5,0.445595854922,0.377192982456,0.212962962963,,0.2541
21208.0,-2.0,-2.0,-2.0,,,,1.0,92801,,,,,,,,,0.5
39035.0,1.0,2.0,1.0,7308.0,0.0661345496,0.5803876853,0.453,95370,42.0,0.0125427594,0.1641961231,,0.096711798839,0.081896551724,0.474074074074,,0.3408
42014.0,30.0,6.0,11.0,26175.0,0.1801801802,0.4504504505,0.5641,90015,80.0,,,0.3394495413,0.604166666667,0.483870967742,0.362222222222,0.258928571429,0.1826
34181.0,6.0,3.0,1.0,8822.0,,,0.2407,90221-5393,,,,,0.048937540245,0.031428571429,0.472324723247,,0.3636
40850.0,2.0,3.0,1.0,9012.0,0.1528525296,0.6162540366,0.2573,94806,,0.0075349839,0.1232508073,0.5217391304,0.015711645102,0.021782178218,0.488721804511,,0.3552
42446.0,5.0,4.0,1.0,10768.0,0.1363166063,0.5781169167,0.26,95823-5799,62.0,0.0067252975,0.1319192964,0.4473684211,0.060262008734,0.087224669604,0.438368444644,0.056939501779,0.3585
42553.0,1.0,3.0,1.0,9942.0,0.1187594554,0.5726172466,0.3216,92339-1799,66.0,0.0113464448,0.0998487141,,0.154652686763,0.063265306122,0.486088379705,,0.3281
46047.0,2.0,4.0,1.0,9348.0,0.1004115226,0.5864197531,0.3163,93403-8106,69.0,0.0115226337,0.1209876543,0.6860465116,0.191049913941,0.122881355932,0.466012613875,0.059259259259,0.2756
32435.0,2.0,3.0,1.0,9852.0,0.0882454326,0.5663564288,0.2137,92019,25.0,0.0044812134,0.3281627025,,0.099257258609,0.049930651872,0.456902592852,,0.3833
43533.0,14.0,12.0,5.0,9090.0,0.1604197901,0.6001285072,0.4081,90630-5897,,0.0081387877,0.0790319126,0.5833333333,0.112670565302,0.034816247582,0.39744612929,,0.3074
56596.0,5.0,5.0,2.0,11507.0,0.2113253012,0.5175903614,0.5574,95014,32.0,0.0074698795,0.0662650602,,0.03099471408,0.072044334975,0.388770053476,0.06050955414,0.3012
19799.0,-2.0,-2.0,-2.0,,,0.6865079365,1.0,92260-2740,16.0,,0.1666666667,0.4642857143,0.795620437956,,,,0.3962
35296.0,30.0,18.0,0.0,17650.0,,,,95525-0816,,,,,,,,,0.7692
39020.0,1.0,4.0,1.0,9138.0,0.1214495593,0.5592556317,0.5144,92260,150.0,0.0078354554,0.0942703232,0.6086956522,0.141720537046,0.143068939956,0.488626421697,0.157232704403,0.3241
46920.0,30.0,6.0,7.0,27875.0,,,0.4118,92121,25.0,,0.2205882353,,0.56862745098,,,,0.5882
51378.0,1.0,5.0,1.0,9012.0,0.1258426966,0.5539325843,0.397,94523,75.0,0.0165730337,0.1188202247,,0.021911421911,0.074517019319,0.407056345445,0.090163934426,0.3364
84713.0,19.0,10.0,13.0,49426.0,0.5568181818,0.7291666667,0.7072,94901-2298,293.0,,0.0321969697,0.7252525253,0.716216216216,0.719512195122,0.059701492537,0.14,0.1121
42006.0,2.0,5.0,1.0,9870.0,0.1885764944,0.5692755826,0.2898,91754-6099,101.0,0.005952381,0.0688956434,0.4264705882,0.09466889792,0.043249797898,0.386316034443,,0.5229
41589.0,1.0,5.0,1.0,7984.0,0.1988781234,0.5622641509,0.4488,90506,,0.0045894952,0.0551759306,0.2727272727,0.066738660907,0.024899304284,0.500857632933,,0.2909
43090.0,23.0,9.0,3.0,,,0.8388157895,,95403-2126,121.0,,0.1973684211,0.4103896104,0.634285714286,0.758620689655,0.282258064516,0.464285714286,
53077.0,2.0,3.0,1.0,8286.0,0.1482391482,0.5925470925,0.3007,95135-1598,43.0,0.0040950041,0.1564291564,0.6428571429,0.112792297111,0.082269503546,0.461646727657,,0.3221
49840.0,23.0,9.0,15.0,32645.0,0.0902821317,0.8902821317,0.4781,90015-1421,339.0,,0.0269592476,0.65278334,0.727002967359,0.739189189189,0.198611111111,0.610169491525,0.1508
38142.0,14.0,6.0,5.0,9531.0,0.1884368308,0.5331905782,0.3115,95971-9124,22.0,,0.0556745182,0.5,0.164835164835,0.315436241611,0.402777777778,,0.5211
29856.0,-2.0,-2.0,-2.0,,0.0628140704,0.824120603,0.8269,95834,96.0,,0.1733668342,0.5384615385,0.828828828829,0.884210526316,0.168724279835,,0.4747
57072.0,14.0,12.0,5.0,11510.0,0.1855990068,0.6058348852,0.2397,94022,81.0,0.0155183116,0.0943513346,0.8596491228,0.043866171004,0.026634382567,0.364820846906,0.09696969697,0.4451
21826.0,-2.0,-2.0,-2.0,,,,1.0,95501,,,,,0.682926829268,,,,0.5085
37361.0,5.0,5.0,1.0,8890.0,0.0787748522,0.5574422354,0.3183,93741,224.0,0.0064481462,0.0833960236,0.5778688525,0.066995634845,0.06106870229,0.526315789474,0.062645011601,0.3565
58896.0,18.0,12.0,11.0,34188.0,0.0973654066,0.7451317297,0.378,93702-4709,557.0,0.009163803,0.2835051546,0.5533230294,0.464739884393,0.55873015873,0.10447761194,0.259067357513,0.5722
43366.0,1.0,5.0,1.0,9538.0,0.1770684226,0.5429430289,0.4126,92832-2095,,0.0083023189,0.0553965073,0.5,,,0.437638580931,,0.271
47169.0,1.0,3.0,1.0,7238.0,0.1059556787,0.6101108033,0.295,95020,41.0,0.0090027701,0.0948753463,0.4047619048,0.204413472706,0.145652173913,0.386167146974,,0.3962
42588.0,-2.0,-2.0,-2.0,,,0.5793650794,1.0,92008,34.0,,0.1746031746,,,,,,0.6923
41540.0,1.0,4.0,2.0,8371.0,0.1279574132,0.5621056782,0.4673,91208-2894,26.0,0.00670347,0.2058359621,,0.036433032616,0.086096938776,0.380781499203,0.103125,0.4217
41472.0,10.0,2.0,4.0,,0.0578158458,0.7944325482,0.8898,91203,521.0,,0.1841541756,0.4046997389,0.68,0.716216216216,0.202941176471,0.64,0.7246
87434.0,18.0,9.0,7.0,,0.0701754386,0.5438596491,,94105-2968,201.0,,0.3157894737,0.5714285714,0.512195121951,,0.234375,,0.9276
43145.0,2.0,4.0,1.0,9854.0,0.1724243351,0.540813207,0.2847,92647-2710,56.0,0.0067257719,0.0950779578,0.5949367089,0.202884137245,0.089528377298,0.407675194661,0.072727272727,0.2798
40309.0,1.0,4.0,1.0,9844.0,0.1475379828,0.5998535603,0.4081,92020-1799,33.0,0.0086033315,0.1680395387,0.5555555556,0.098500340832,0.040441176471,0.484848484848,,0.3283
21777.0,-2.0,-2.0,-2.0,,,0.7079646018,0.4571,92506,,,0.1061946903,,0.6,,,,0.4397
44316.0,1.0,4.0,1.0,8994.0,0.1022187005,0.5629952456,0.4717,93901,79.0,0.0059429477,0.073296355,,0.059711736445,0.067637877211,0.466666666667,,0.4073
138687.0,21.0,8.0,14.0,62817.0,0.7009803922,0.4362745098,0.9713,91711,148.0,,,,,,,,0.0011
25477.0,-2.0,-2.0,-2.0,,,0.918699187,0.1333,94014,,,0.3008130081,,0.732142857143,,0.5,,0.7576
76410.0,20.0,8.0,11.0,42115.0,0.4967320261,0.6666666667,0.5837,94619-1699,100.0,,0.0326797386,0.5442176871,0.506607929515,0.576158940397,0.142857142857,,0.2131
47626.0,18.0,13.0,11.0,19744.0,0.340171888,0.5871915719,0.5248,95521-8299,1058.0,0.0055447741,0.0302190186,0.6255259467,0.5710158883,0.466203411244,0.125254582485,0.228888888889,0.252
39248.0,20.0,6.0,5.0,14760.0,0.0379746835,0.7753164557,0.0938,95207,70.0,,0.2215189873,0.3,0.33971291866,0.333333333333,0.279279279279,,0.6784
34487.0,1.0,3.0,2.0,6646.0,0.0534491838,0.5408109531,0.5628,92251-0158,53.0,0.0047393365,0.1034755134,,0.138963121325,0.071117561684,0.493091948547,0.078651685393,0.3044
38015.0,10.0,2.0,4.0,,0.0308219178,0.4885844749,0.8718,95051-1303,849.0,0.0182648402,0.2134703196,0.3652849741,0.788785046729,0.816216216216,0.168032786885,0.697916666667,0.4545
54974.0,30.0,6.0,5.0,20250.0,,,,92660,42.0,,0.3037974684,0.515625,,,,,0.7091
22101.0,-2.0,-2.0,-2.0,,0.0838709677,0.847311828,1.0,90036,50.0,,0.1032258065,0.4417177914,0.754385964912,0.793388429752,0.163157894737,0.675,0.5253
49156.0,2.0,4.0,1.0,9814.0,0.1880466472,0.5244169096,0.4804,92618-0301,,0.0163994169,0.1104227405,,0.176516942474,0.068862275449,0.332547169811,0.094512195122,0.2352
30807.0,-2.0,-2.0,-2.0,,,0.9547169811,1.0,92021,25.0,,0.2264150943,,0.742424242424,,,,0.5664
61954.0,21.0,8.0,11.0,,,0.5833333333,,90077-1519,,,,0.5172413793,,,,,0.8125
38493.0,3.0,3.0,1.0,8890.0,0.0853735091,0.5875706215,0.3205,93654,61.0,0.0035572295,0.0941619586,0.4358974359,0.076063446287,0.041710114703,0.535337552743,,0.2008
43299.0,22.0,8.0,11.0,19140.0,0.1277955272,0.552715655,0.5504,91773-3298,77.0,,0.054313099,0.6162790698,0.473053892216,0.492957746479,0.276315789474,,0.2476
65464.0,17.0,12.0,7.0,47000.0,0.3192011212,0.6243868255,0.666,91750-4401,682.0,0.0052557814,0.1874562018,0.5436241611,0.546864899806,0.616487455197,0.148823082764,0.20233463035,0.32
47867.0,30.0,6.0,11.0,34600.0,0.2077294686,0.7198067633,0.6085,92651,46.0,,,0.6078431373,0.575,,0.198717948718,,0.1905
36657.0,6.0,2.0,1.0,9087.0,0.1201814059,0.5850340136,0.1227,96150,,,0.1247165533,,0.091623036649,,0.532467532468,,0.5988
16220.0,-2.0,-2.0,-2.0,,,0.7937219731,1.0,93534,,,0.1793721973,,0.834586466165,,,,0.4512
37282.0,6.0,3.0,1.0,8684.0,0.1177358491,0.5645283019,0.1151,94607,16.0,0.0071698113,0.2037735849,,0.066931366988,0.053003533569,0.493486590038,,0.4515
35994.0,2.0,2.0,1.0,9097.0,0.0966057441,0.4804177546,0.2353,96130,,,0.1227154047,,0.135338345865,,0.62,,0.6391
53695.0,29.0,6.0,11.0,11420.0,,,0.9063,94612-2801,,,,,,,,,0.3274
39607.0,22.0,6.0,5.0,18240.0,,,0.2,92019-1108,,,0.4444444444,,,,,,0.8261
61824.0,19.0,11.0,11.0,34902.0,0.3684759916,0.633611691,0.7664,92505-8247,157.0,,0.0281837161,0.572327044,0.321144674086,0.342975206612,0.162264150943,0.067484662577,0.0792
89816.0,16.0,14.0,11.0,,0.1593495935,0.7089430894,,92350,635.0,,0.1479674797,0.7874251497,0.878378378378,0.924418604651,0.04347826087,0.629032258065,0.5638
38870.0,1.0,5.0,2.0,11440.0,0.1572636763,0.5667487421,0.4543,90808-1706,47.0,0.009313778,0.0555615031,0.3802816901,0.024849260004,0.016644908616,0.476711783439,,0.384
