INSTNM,MD_EARN_WNE_P10,CCBASIC,CCSIZSET,CCUGPROF,TUITIONFEE_OUT,APPL_SCH_PCT_GE5,FEMALE,PFTFTUG1_EF,GT_THRESHOLD_1YR,VETERAN,MARRIED,COMPL_RPY_1YR_RT,COMP_ORIG_YR6_RT,DEP_COMP_ORIG_YR4_RT,WDRAW_ORIG_YR2_RT,NOT1STGEN_COMP_ORIG_YR2_RT,UG25ABV
Rappahannock Community College,36121.0,3.0,2.0,1.0,10823.0,0.0888119954,0.7128027682,0.3868,99.0,,0.1337946943,,0.097308488613,0.199134199134,0.452261306533,,0.1851
Fortis College-Norfolk,32754.0,10.0,1.0,4.0,16514.0,0.0262345679,0.7854938272,0.2887,388.0,,0.2098765432,0.2421052632,0.517608517609,0.501886792453,0.264050901379,0.532608695652,0.7551
Richard Bland College,41452.0,13.0,2.0,1.0,14040.0,0.2415730337,0.5898876404,0.8245,,,0.0123595506,0.4117647059,0.285714285714,0.243718592965,0.34126984127,0.435483870968,0.0176
Bon Secours Memorial College of Nursing,77014.0,26.0,6.0,11.0,,,0.90625,,237.0,,0.2395833333,0.8045977011,0.902654867257,,,0.3,0.4637
University of Richmond,76178.0,21.0,14.0,14.0,60330.0,0.5733333333,0.5490909091,0.9014,511.0,,0.04,0.7776261937,0.842105263158,0.841584158416,0.06798245614,0.114624505929,0.0347
Riverside College of Health Careers,66072.0,10.0,1.0,4.0,17600.0,,,1.0,175.0,,0.2888888889,0.628959276,0.906474820144,,,0.76,0.5901
Roanoke College,58047.0,21.0,11.0,12.0,35350.0,0.3777239709,0.5968523002,0.8996,284.0,,,0.7613843352,0.684989429175,,0.104384133612,0.065502183406,0.022
Bon Secours St Mary's Hospital School of Medical Imaging,65432.0,-2.0,-2.0,-2.0,,,,,19.0,,,,,,,,0.4545
Shenandoah University,58433.0,17.0,14.0,10.0,35170.0,0.2748643761,0.6084990958,0.78,330.0,,0.0578661844,0.7194805195,0.612716763006,0.483050847458,0.130597014925,0.1004784689,0.082
Southern Virginia University,50002.0,21.0,11.0,12.0,19108.0,0.177589852,0.511627907,0.8145,66.0,,0.0739957717,0.6388888889,0.277777777778,0.272277227723,0.315217391304,0.1625,0.1624
Southside Virginia Community College,32371.0,3.0,2.0,1.0,10698.0,0.0772261623,0.6398739165,0.3548,140.0,,0.1252955083,,0.266488413547,0.222748815166,0.513368983957,0.191176470588,0.2428
Southwest Virginia Community College,34221.0,5.0,2.0,2.0,10736.0,0.0317940954,0.5616956851,0.6673,115.0,0.0105980318,0.1937925814,,0.273597811218,0.304,0.580985915493,0.166666666667,0.2398
Staunton School of Cosmetology,22660.0,-2.0,-2.0,-2.0,,,,0.8,,,,,0.5,,,,0.3864
Strayer University-Virginia,40092.0,18.0,9.0,5.0,13515.0,0.0562055363,0.7508344853,0.0062,4069.0,0.0144306956,0.2168987491,0.3378640777,0.154570325072,0.086476540938,0.436315679878,0.067819148936,0.8979
Sweet Briar College,51943.0,21.0,8.0,12.0,23590.0,0.475177305,,0.9112,20.0,,,0.7482517483,0.344594594595,,,,0.031
Virginia Peninsula Community College,37996.0,5.0,3.0,1.0,10809.0,0.0905643542,0.6165514165,0.3754,188.0,0.007584207,0.1730983716,0.4784810127,0.121694807263,0.10027598896,0.511615044248,0.079881656805,0.3116
Tidewater Community College,38349.0,5.0,4.0,1.0,11564.0,0.0793936079,0.5993592248,0.3778,993.0,0.0138313667,0.1944205673,0.4693877551,0.176117033341,0.191912268677,0.517019475021,0.149576669802,0.3809
University of Virginia's College at Wise,45325.0,21.0,11.0,11.0,31592.0,0.1676866585,0.4957160343,0.7331,121.0,,0.0905752754,0.6604477612,0.387614678899,0.299382716049,0.090692124105,,0.3903
Virginia Highlands Community College,32681.0,5.0,2.0,2.0,10728.0,0.0229885057,0.6034482759,0.5434,140.0,,0.1944444444,,0.244680851064,0.252830188679,0.552919708029,0.292307692308,0.2942
Virginia Polytechnic Institute and State University,81698.0,15.0,16.0,14.0,34838.0,0.3680136244,0.4649326521,0.8769,4375.0,,0.0072766682,0.8283226208,0.807897862233,0.747833379927,0.065931311106,0.100089766607,0.0168
Virginia Western Community College,38787.0,5.0,3.0,1.0,11106.0,0.0582639715,0.5826397146,0.5049,360.0,0.0071343639,0.1193024178,0.5428571429,0.237073707371,0.257372654155,0.492924528302,0.278481012658,0.2315
Virginia Commonwealth University,58128.0,15.0,16.0,13.0,37786.0,0.2646004395,0.6243783971,0.7289,4065.0,0.0020816468,0.028217879,0.5992438563,0.661170092614,0.61751497006,0.140885188431,0.151148730351,0.0996
University of Virginia-Main Campus,86863.0,15.0,16.0,14.0,55914.0,0.600974026,0.5454545455,0.8423,2564.0,,0.0185064935,0.8636977058,0.898509174312,0.889303482587,0.034482758621,0.142592592593,0.0405
Virginia Military Institute,77369.0,21.0,11.0,12.0,49722.0,0.2713178295,0.1434108527,0.9612,316.0,,,0.8609271523,0.813229571984,,0.075471698113,,0.0006
Asher Institute of Hampton,18710.0,-2.0,-2.0,-2.0,,,0.7934782609,0.25,,,0.2173913043,,0.389830508475,,0.487179487179,,0.5882
Virginia University of Lynchburg,28396.0,23.0,8.0,10.0,9400.0,0.2409972299,0.2132963989,0.188,,,,,0.111111111111,,0.527272727273,,0.0369
Virginia State University,45543.0,19.0,14.0,10.0,21409.0,0.4398987769,0.5609447491,0.8147,431.0,,0.0168705188,0.30234375,0.405797101449,0.420704845815,0.300835654596,0.09842519685,0.0913
Virginia Union University,38275.0,21.0,11.0,10.0,14305.0,0.469035533,0.5431472081,0.6053,161.0,,,0.237704918,0.292156862745,0.358267716535,0.262443438914,,0.1496
Virginia Wesleyan University,50074.0,21.0,11.0,11.0,36910.0,0.3444857497,0.6270136307,0.7735,148.0,,0.0570012392,0.6475644699,0.453987730061,0.382089552239,0.188559322034,0.068027210884,0.108
Washington and Lee University,94810.0,21.0,11.0,14.0,61750.0,0.426056338,0.4401408451,0.9979,130.0,,,,0.93288590604,,0.056497175141,,0.0011
Wytheville Community College,34303.0,3.0,2.0,1.0,10728.0,0.0370018975,0.6299810247,0.5943,136.0,,0.160341556,0.7916666667,0.301994301994,0.315634218289,0.502,0.391304347826,0.2422
Bellevue College,56310.0,23.0,12.0,5.0,9838.0,0.1589561091,0.5591142744,0.4222,368.0,0.0059311981,0.1265322262,0.5979112272,0.191411042945,0.186234817814,0.334728033473,0.260465116279,0.3043
Bellingham Technical College,49748.0,14.0,6.0,7.0,5357.0,0.0371195249,0.4825538233,0.4371,,0.0148478099,0.2071269488,0.5341176471,0.335607094134,0.19806763285,0.58114374034,,0.5478
Big Bend Community College,43814.0,5.0,2.0,3.0,5234.0,0.1000926784,0.5634847081,0.6077,102.0,,0.1482854495,0.461928934,0.266009852217,0.286173633441,0.552795031056,0.208955223881,0.2407
Central Washington University,61580.0,18.0,13.0,11.0,25910.0,0.1981603679,0.5458908218,0.5739,1801.0,0.0053989202,0.0869826035,0.6829721362,0.571997105644,0.437531871494,0.223418573351,0.158376963351,0.1961
Centralia College,43140.0,23.0,9.0,7.0,5381.0,0.0956979807,0.5987708516,0.6367,71.0,0.0114135206,0.1764705882,,0.124807395994,0.167938931298,0.608267716535,,0.418
City University of Seattle,69460.0,17.0,6.0,5.0,,0.1044303797,0.6012658228,0.0084,160.0,,0.3575949367,0.6094674556,0.353413654618,0.390243902439,0.319444444444,,0.4314
Paul Mitchell the School-Richland,27407.0,-2.0,-2.0,-2.0,,0.0543478261,0.8423913043,1.0,109.0,,0.1684782609,0.656,0.178082191781,0.194539249147,0.061718098415,0.305,0.3287
Clark College,42356.0,14.0,12.0,5.0,10133.0,0.0855481728,0.5683831672,0.5598,348.0,0.0146733112,0.1622369878,0.4325529543,0.252914164606,0.28801611279,0.478755236385,0.196480938416,0.2991
Clover Park Technical College,41787.0,14.0,9.0,7.0,5909.0,0.0965005302,0.6108165429,0.4352,272.0,0.0100742312,0.2720042418,0.4810810811,0.336795252226,0.340163934426,0.502910360885,0.298780487805,0.578
Columbia Basin College,46680.0,23.0,12.0,6.0,7738.0,0.0864793679,0.6027216857,0.6058,214.0,,0.1527655838,0.6009389671,0.2022084196,0.100463678516,0.555555555556,,0.3368
Cornish College of the Arts,33696.0,30.0,8.0,13.0,36844.0,0.2628726287,0.6422764228,0.7561,60.0,,,0.63671875,0.571428571429,0.52808988764,0.258620689655,,0.0989
Divers Institute of Technology,62489.0,-2.0,-2.0,-2.0,,,0.027184466,1.0,245.0,0.1805825243,0.1631067961,0.5828571429,0.893518518519,,0.15625,,0.4777
Eastern Washington University,57897.0,18.0,13.0,11.0,26529.0,0.1807282416,0.575044405,0.653,1474.0,0.0028863233,0.081705151,0.6871633752,0.542127335112,0.386010362694,0.224095394737,0.151162790698,0.1628
Edmonds College,48144.0,14.0,9.0,5.0,10104.0,0.1299548419,0.5905669844,0.412,187.0,0.0075263422,0.1836427496,0.5538461538,0.133064516129,0.155131264916,0.453125,0.195530726257,0.422
Everett Community College,45434.0,3.0,4.0,2.0,9831.0,0.1126954922,0.6715731371,0.5177,186.0,0.0064397424,0.2134314627,0.5408970976,0.251379521766,0.257142857143,0.469202898551,0.171122994652,0.3292
The Evergreen State College,45320.0,19.0,10.0,11.0,30059.0,0.1626148028,0.6072393301,0.4454,324.0,0.0059427337,0.1215559157,0.5315614618,0.546242774566,0.393656716418,0.273137697517,0.232081911263,0.4246
Pierce College District,47532.0,14.0,12.0,7.0,4902.0,0.1134228188,0.648098434,0.547,53.0,0.0199105145,0.3002237136,0.4977272727,0.207774178621,0.130601792574,0.493288590604,0.03125,0.3427
Glen Dow Academy of Hair Design,22925.0,-2.0,-2.0,-2.0,,0.091503268,,1.0,33.0,,0.2156862745,0.4545454545,0.719298245614,,,,0.4286
Gonzaga University,78892.0,17.0,14.0,14.0,50735.0,0.5957736878,0.5262440354,0.8799,1093.0,,0.0218132243,0.864608076,0.808736717828,0.816759776536,0.051122194514,0.071856287425,0.0146
Grays Harbor College,40865.0,14.0,6.0,7.0,10284.0,0.1066666667,0.5552380952,0.5995,111.0,0.0219047619,0.1504761905,0.4586466165,0.168595041322,0.234567901235,0.570526315789,0.161764705882,0.3935
Green River College,50712.0,23.0,12.0,7.0,4916.0,0.1356404137,0.5222752586,0.4621,23.0,0.0143198091,0.1778042959,0.5119047619,0.019649122807,,0.511805026657,,0.2653
Toni & Guy Hairdressing Academy-Shoreline,29827.0,-2.0,-2.0,-2.0,,,0.8928571429,1.0,,,0.1607142857,0.5128205128,0.612903225806,,,,0.5545
Heritage University,49416.0,20.0,6.0,11.0,19500.0,0.140311804,0.7416481069,0.4758,170.0,,0.131403118,0.5071428571,0.59219858156,0.563492063492,0.231818181818,,0.3206
Highline College,47869.0,14.0,9.0,5.0,4948.0,0.1849514563,0.6058252427,0.4272,250.0,0.0077669903,0.1538834951,0.476744186,0.265376641327,0.286486486486,0.400669642857,0.282258064516,0.3504
International Air and Hospitality Academy,52574.0,-2.0,-2.0,-2.0,,0.0489749431,0.520501139,1.0,278.0,0.0159453303,0.125284738,0.5501691094,0.820224719101,0.875,0.144,0.875,0.2785
Bastyr University,49364.0,17.0,7.0,7.0,,0.0897435897,0.7948717949,,43.0,,0.2051282051,0.5367231638,0.862068965517,,,0.615384615385,0.6933
Highlights Beauty Schools,31123.0,-2.0,-2.0,-2.0,,0.0928853755,0.9604743083,1.0,58.0,,0.1442687747,0.5451197053,0.665584415584,0.664233576642,,,0.2772
Bates Technical College,50051.0,9.0,3.0,2.0,11110.0,0.0863177227,0.3884297521,0.472,,0.0146923783,0.2314049587,0.6,0.232114467409,,0.703777335984,,0.6761
Lake Washington Institute of Technology,50669.0,23.0,9.0,7.0,10390.0,0.1116965227,0.5479452055,0.395,241.0,0.0179135933,0.1991570074,0.6212871287,0.409221902017,0.330935251799,0.347533632287,0.405405405405,0.5722
Lower Columbia College,40691.0,4.0,2.0,2.0,5514.0,0.0626780627,0.6196581197,0.4937,154.0,0.0206552707,0.2165242165,0.4114583333,0.266326530612,0.185185185185,0.488145048815,0.320388349515,0.4219
BJ's Beauty & Barber College,23216.0,-2.0,-2.0,-2.0,,,0.7464788732,,22.0,,,,0.492753623188,,,,0.4872
North Seattle College,47728.0,23.0,9.0,5.0,5547.0,0.1775836972,0.5414847162,0.3892,198.0,0.018922853,0.1717612809,,0.115264797508,0.111111111111,0.373970345964,,0.6092
Northwest University,54914.0,19.0,11.0,11.0,35000.0,0.1546610169,0.6165254237,0.6802,350.0,,0.1758474576,0.7692307692,0.487012987013,0.50447761194,0.244399185336,0.275,0.099
Olympic College,43169.0,14.0,12.0,7.0,9740.0,0.067654321,0.6009876543,0.4626,243.0,0.0133333333,0.2390123457,0.5664893617,0.242894056848,0.216374269006,0.549757281553,0.190789473684,0.4321
Perry Technical Institute,57764.0,7.0,2.0,4.0,,0.0450771056,0.206405694,0.8227,612.0,,0.1126927639,0.6471544715,0.834170854271,0.821428571429,0.097995545657,0.759259259259,0.2376
Pacific Lutheran University,66990.0,19.0,11.0,10.0,50928.0,0.4146341463,0.6463414634,0.8006,518.0,,0.0740418118,0.7820359281,0.69928057554,0.670454545455,0.1,0.119658119658,0.0733
Peninsula College,37078.0,14.0,6.0,7.0,4919.0,0.0676020408,0.5459183673,0.5063,111.0,0.0191326531,0.2117346939,0.4185022026,0.237288135593,0.353333333333,0.524705882353,0.302631578947,0.5129
University of Puget Sound,69594.0,21.0,11.0,10.0,57626.0,0.6534526854,0.6393861893,0.9101,350.0,,0.0230179028,0.803986711,0.766129032258,,0.143229166667,,0.0198
Renton Technical College,49782.0,14.0,6.0,7.0,6252.0,0.105815832,0.5815831987,0.381,101.0,0.0088852989,0.2277867528,0.6744186047,0.152857142857,0.158469945355,0.587057010786,0.134831460674,0.6697
Saint Martin's University,62092.0,20.0,10.0,11.0,42220.0,0.2634315425,0.5875216638,0.6389,283.0,,0.1750433276,0.7398373984,0.701388888889,0.606382978723,0.161643835616,0.19801980198,0.1826
South Seattle College,44486.0,14.0,6.0,5.0,5354.0,0.1709577755,0.4665293512,0.5389,,,0.1184346035,,0.046232876712,0.100386100386,0.522624434389,,0.58
Seattle Central College,43307.0,14.0,9.0,7.0,5354.0,0.1548964218,0.5536723164,0.5015,244.0,0.0155367232,0.1144067797,,0.121595946802,0.191489361702,0.438001784121,0.209090909091,0.4168
Seattle Pacific University,64506.0,17.0,14.0,13.0,37158.0,0.4202172097,0.6959064327,0.7622,563.0,,0.0325814536,0.8414414414,0.581620314389,0.55867768595,0.12987012987,0.09872611465,0.0648
Seattle University,75272.0,17.0,14.0,15.0,51324.0,0.5379672897,0.6507009346,0.7557,1025.0,,0.0473130841,0.7884761183,0.742494226328,0.748641304348,0.089306698002,0.171284634761,0.0639
Shoreline Community College,52009.0,3.0,3.0,2.0,7082.0,0.164828787,0.5542658154,0.3577,186.0,0.0081253627,0.1416134649,0.7277486911,0.216828478964,0.154639175258,0.465253239105,0.1125,0.4251
Skagit Valley College,43505.0,14.0,9.0,7.0,7888.0,0.0836341757,0.6227436823,0.614,177.0,0.0102286402,0.2418772563,0.6062992126,0.309090909091,0.353115727003,0.492537313433,0.233576642336,0.467
South Puget Sound Community College,45039.0,2.0,3.0,2.0,10687.0,0.0971428571,0.5980952381,0.5368,206.0,0.0157142857,0.2242857143,0.5445026178,0.300791556728,0.274193548387,0.476608187135,0.194871794872,0.3426
Spokane Community College,41984.0,14.0,12.0,7.0,5278.0,0.0603825137,0.5628415301,0.6153,670.0,0.0092896175,0.2218579235,0.5085551331,0.16353046595,0.253373313343,0.476940382452,0.270053475936,0.5657
Spokane Falls Community College,38955.0,14.0,12.0,7.0,5278.0,0.1104256632,0.5684762492,0.5969,324.0,0.0040098705,0.1465144972,0.5,0.159305210918,0.263723150358,0.50796950797,0.270833333333,0.3209
Stylemaster College of Hair Design,20580.0,-2.0,-2.0,-2.0,,,0.8640776699,1.0,,,0.1747572816,0.2738095238,0.614285714286,,,,0.4444
Tacoma Community College,47168.0,14.0,12.0,7.0,10649.0,0.1363636364,0.6433850702,0.5235,299.0,0.0173688101,0.1947524021,0.4703632887,0.214726840855,0.22947761194,0.412814274128,0.212121212121,0.4131
Walla Walla Community College,43526.0,14.0,9.0,7.0,6306.0,0.1038039974,0.55448098,0.5617,254.0,0.0064474533,0.1553836235,0.5142276423,0.342723004695,0.276887871854,0.455431754875,0.276119402985,0.5305
Walla Walla University,61885.0,20.0,11.0,10.0,31758.0,0.1955223881,0.5194029851,0.8291,294.0,,0.0358208955,0.72,0.58064516129,0.599358974359,0.12893081761,0.092715231788,0.0599
Washington State University,68905.0,15.0,16.0,13.0,28385.0,0.2077535847,0.5742963356,0.6494,4573.0,0.0036112586,0.0873074881,0.768071045,0.602316602317,0.513639714918,0.1552714471,0.181504882252,0.15
University of Washington-Seattle Campus,78466.0,15.0,16.0,14.0,40740.0,0.3542616939,0.5746355424,0.8302,6616.0,0.0030408729,0.0749485735,0.780047758,0.733613950692,0.546168147077,0.106257557437,0.233106575964,0.0595
Wenatchee Valley College,41127.0,14.0,9.0,7.0,5458.0,0.0991672975,0.5768357305,0.6413,251.0,0.0090840273,0.1551854656,0.5628571429,0.244306418219,0.25748502994,0.453674121406,0.298701298701,0.2867
Western Washington University,62569.0,18.0,16.0,13.0,26873.0,0.2495058203,0.6000439271,0.7531,2076.0,0.0026356249,0.0430485394,0.7447657029,0.657622277758,0.591766723842,0.146871863499,0.143818334735,0.0832
Whatcom Community College,44092.0,14.0,9.0,7.0,10731.0,0.0853054485,0.5811777655,0.4073,117.0,0.008255366,0.133736929,0.5165289256,0.283902439024,0.25702811245,0.462155963303,0.176470588235,0.3044
Whitman College,67589.0,21.0,11.0,14.0,58622.0,0.699669967,0.6171617162,0.9412,130.0,,,0.9317406143,0.890476190476,,0.071038251366,,0.0173
Whitworth University,58561.0,19.0,11.0,12.0,48990.0,0.3751135332,0.646684832,0.8728,551.0,,0.0944595822,0.7485632184,0.692307692308,0.713375796178,0.133451957295,0.119658119658,0.0299
Yakima Valley College,43499.0,14.0,9.0,6.0,5488.0,0.1275045537,0.6475409836,0.6412,242.0,0.0063752277,0.1224954463,0.523364486,0.305910543131,0.225490196078,0.487012987013,0.218181818182,0.3157
Alderson Broaddus University,49556.0,22.0,8.0,11.0,31500.0,0.3043478261,0.4316770186,0.7742,120.0,,0.0357142857,0.6830985915,0.40404040404,,0.237388724036,,0.0787
Appalachian Bible College,37467.0,24.0,8.0,11.0,17050.0,,0.5697674419,0.62,,,,,0.7,,,,0.1927
Ben Franklin Career Center,37962.0,-2.0,-2.0,-2.0,,,0.1555555556,0.8286,19.0,,0.2666666667,,0.796875,,,,0.359
Bethany College,44512.0,21.0,8.0,10.0,32640.0,0.3198992443,0.2921914358,0.9026,54.0,,,0.6279069767,0.320930232558,,0.248407643312,,
Bluefield State University,38217.0,22.0,9.0,7.0,17030.0,0.093175853,0.6272965879,0.64,217.0,,0.1758530184,0.4900990099,0.27078891258,0.269961977186,0.383753501401,,0.2312
Cabell County Career Technology Center,33975.0,-2.0,-2.0,-2.0,,,0.3039215686,0.7826,38.0,,0.1960784314,,0.563636363636,,,,0.525
Charleston School of Beauty Culture,17827.0,-2.0,-2.0,-2.0,,,0.6780821918,1.0,,,0.1506849315,,0.542056074766,0.6,,,0.4423
University of Charleston,55774.0,17.0,10.0,5.0,31900.0,0.1786542923,0.5870069606,0.437,402.0,,0.2076566125,0.6476510067,0.374137931034,0.451612903226,0.209813874788,0.176,0.5106
Clarksburg Beauty Academy and School of Massage Therapy,16306.0,-2.0,-2.0,-2.0,,,0.8785046729,1.0,,,0.1682242991,,0.636363636364,,0.5,,0.2979
Concord University,42703.0,19.0,11.0,11.0,19340.0,0.1364522417,0.5857699805,0.7495,185.0,,0.0867446394,0.5685483871,0.392857142857,0.350961538462,0.301455301455,0.117647058824,0.1139
Davis & Elkins College,43411.0,22.0,8.0,13.0,30680.0,0.1895424837,0.6949891068,0.8063,103.0,,0.082788671,0.625698324,0.205223880597,0.389830508475,0.286259541985,,0.0817
Fairmont State University,46857.0,20.0,13.0,10.0,17836.0,0.1088607595,0.5655696203,0.766,480.0,,0.0562025316,0.5373493976,0.410984848485,0.366548042705,0.293797606094,0.128888888889,0.158
Glenville State University,39315.0,22.0,11.0,10.0,10724.0,0.1581858407,0.4413716814,0.6659,66.0,,0.0508849558,0.4635193133,0.286549707602,0.153125,0.39539748954,,0.1811
Huntington Junior College,21783.0,10.0,1.0,3.0,10050.0,0.02734375,0.66015625,0.6667,28.0,,0.236328125,0.2651515152,0.204918032787,,0.505208333333,,0.8543
James Rumsey Technical Institute,45133.0,-2.0,-2.0,-2.0,,,0.4379562044,1.0,61.0,,0.2335766423,,0.698795180723,,,,0.4106
Ralph R Willis Career and Technical Center,51465.0,-2.0,-2.0,-2.0,,,,1.0,18.0,,0.325,,,,,,0.4737
Marshall University,46354.0,16.0,13.0,10.0,19658.0,0.1088960877,0.586842761,0.7629,1396.0,0.0027410915,0.05656616,0.5118978526,0.474847202633,0.45164960182,0.241516966068,0.116910229645,0.1163
Mercer County Technical Education Center,33511.0,-2.0,-2.0,-2.0,,,0.7096774194,0.6667,33.0,,0.1827956989,,,,,,0.4904
Monongalia County Technical Education Center,40499.0,-2.0,-2.0,-2.0,,,0.75,1.0,36.0,,0.2833333333,,0.685714285714,,,,0.4783
Morgantown Beauty College Inc,22230.0,-2.0,-2.0,-2.0,,,,1.0,,,0.1379310345,,0.68,,,,0.2895
Mountain State College,25314.0,10.0,1.0,4.0,8665.0,,0.7941176471,1.0,,,0.2941176471,,0.201834862385,,,,0.9
West Virginia University at Parkersburg,35171.0,23.0,9.0,7.0,9124.0,0.0756880734,0.6146788991,0.5089,102.0,,0.1727828746,0.4970414201,0.243421052632,0.133507853403,0.547660311958,,0.295
Potomac State College of West Virginia University,55939.0,23.0,8.0,10.0,12120.0,0.1743193007,0.5012559027,0.8727,3432.0,0.0017080277,0.0291369436,0.6723950402,0.504888396975,0.503454231434,0.201807784542,0.083874458874,0.0997
Academy of Careers and Technology,32756.0,-2.0,-2.0,-2.0,,,0.6971830986,0.7143,31.0,,0.2183098592,,0.718309859155,,,,0.3714
Salem University,34642.0,19.0,7.0,11.0,13150.0,0.1096543504,0.5482717521,0.4427,147.0,0.0131108462,0.2252681764,0.3431952663,0.204444444444,0.372093023256,0.52749490835,,0.4706
Shepherd University,49358.0,20.0,10.0,11.0,18722.0,0.1120466321,0.600388601,0.6817,497.0,,0.0654145078,0.6178343949,0.487486398259,0.430906389302,0.197969543147,0.197604790419,0.1294
Southern West Virginia Community and Technical College,32153.0,7.0,2.0,3.0,6864.0,0.0935919056,0.5978077572,0.7973,,,0.1795952782,,0.122413793103,0.08875739645,0.706319702602,,0.253
Fred W Eberle Technical Center,43364.0,-2.0,-2.0,-2.0,,,0.4621848739,1.0,26.0,,0.1932773109,,,,,,0.22
West Virginia State University,40492.0,20.0,9.0,11.0,14385.0,0.1781659389,0.5362445415,0.6524,285.0,,0.0829694323,0.3881578947,0.345609065156,0.307506053269,0.284297520661,0.098360655738,0.0939
West Virginia University Hospital Departments of Rad Tech and Nutrition,69666.0,-2.0,-2.0,-2.0,,,,,36.0,,,,,,,,0.2727
West Liberty University,43296.0,19.0,11.0,11.0,17100.0,0.118762475,0.6127744511,0.7766,302.0,,0.0359281437,0.599469496,0.294975688817,0.496629213483,0.233333333333,0.135135135135,0.0666
West Virginia University Institute of Technology,55939.0,22.0,10.0,10.0,19584.0,0.1743193007,0.5012559027,0.8319,3432.0,0.0017080277,0.0291369436,0.6723950402,0.504888396975,0.503454231434,0.201807784542,0.083874458874,0.0611
West Virginia Wesleyan College,51593.0,22.0,11.0,10.0,32976.0,0.2877138414,0.5723172628,0.9615,116.0,,,0.7308868502,0.485576923077,,0.176646706587,,0.0204
West Virginia Junior College-Charleston,27472.0,7.0,1.0,4.0,14529.0,0.0508474576,0.8326271186,0.3472,63.0,,0.1737288136,0.3185185185,0.488448844884,0.641509433962,0.341317365269,0.565217391304,0.4455
West Virginia Junior College-Morgantown,31912.0,8.0,2.0,4.0,14102.0,0.0421179302,0.853188929,0.2361,267.0,,0.265944645,0.4415584416,0.601918465228,0.669491525424,0.221698113208,0.658536585366,0.6398
International Beauty School 4,18906.0,-2.0,-2.0,-2.0,,,0.9,1.0,,,0.1928571429,0.2786885246,0.265957446809,,0.457142857143,,0.3012
West Virginia Northern Community College,30162.0,8.0,2.0,2.0,12362.0,0.0516385303,0.6504468719,0.613,139.0,,0.1191658391,0.5,0.28880866426,0.333333333333,0.496296296296,0.151515151515,0.2857
West Virginia University,55939.0,15.0,16.0,12.0,26568.0,0.1743193007,0.5012559027,0.8713,3432.0,0.0017080277,0.0291369436,0.6723950402,0.504888396975,0.503454231434,0.201807784542,0.083874458874,0.0435
Wheeling University,57949.0,19.0,8.0,11.0,28290.0,0.3055555556,0.5320512821,0.7286,54.0,,0.108974359,0.6342857143,0.43653250774,0.280487804878,0.154255319149,,0.1068
Wood County Technical Center-Practical Nursing,40547.0,-2.0,-2.0,-2.0,,,,,18.0,,0.2916666667,,,,,,0.5625
VICI Beauty School,32393.0,-2.0,-2.0,-2.0,,,,1.0,33.0,,0.0671378092,0.5433333333,0.769911504425,0.544554455446,,,0.129
Alverno College,53145.0,18.0,9.0,13.0,31858.0,0.1306532663,,0.6333,460.0,,0.0929648241,0.6080139373,0.498120300752,0.528662420382,0.165094339623,0.328358208955,0.2748
Madison Area Technical College,45413.0,8.0,4.0,1.0,6812.0,0.0394128293,0.5684697366,0.3448,918.0,0.0098532073,0.1156243716,0.6091205212,0.190911773384,0.150722642808,0.497051390059,0.164150943396,0.3393
Bellin College,76222.0,26.0,6.0,9.0,21900.0,,0.8878504673,0.3782,214.0,,0.1775700935,,,,,0.702702702703,0.1712
Beloit College,53260.0,21.0,8.0,12.0,56312.0,0.6331360947,0.5325443787,0.9317,134.0,,,0.7885196375,0.714932126697,,0.124444444444,,0.0129
Blackhawk Technical College,41620.0,8.0,2.0,1.0,6793.0,0.0221402214,0.5778597786,0.315,181.0,0.0140221402,0.1697416974,0.5439739414,0.231149567367,0.236526946108,0.566666666667,0.110091743119,0.5256
Cardinal Stritch University,58698.0,17.0,7.0,7.0,35444.0,0.1811965812,0.7213675214,0.7556,226.0,,0.147008547,0.55526658,0.307438016529,0.282352941176,0.242990654206,,0.1802
Carroll University,58009.0,18.0,14.0,12.0,36190.0,0.2094081942,0.6638846737,0.8687,536.0,,0.0182094082,0.7793733681,0.625675675676,0.622507122507,0.095988538682,0.055363321799,0.0468
Carthage College,56950.0,20.0,11.0,12.0,34500.0,0.3114391144,0.5505535055,0.9136,579.0,,0.0169741697,0.7589576547,0.623015873016,0.67107195301,0.121985815603,0.065934065934,0.0201
Concordia University-Wisconsin,56075.0,17.0,14.0,13.0,33062.0,0.1308152925,0.6421004146,0.6737,963.0,0.0069092584,0.1174573929,0.6794871795,0.458492003046,0.561314791403,0.158786797502,0.101265822785,0.185
Edgewood College,59728.0,17.0,10.0,11.0,33550.0,0.1127320955,0.7546419098,0.7092,434.0,,0.0702917772,0.78515625,0.623376623377,0.546827794562,0.111716621253,0.166666666667,0.0803
Fox Valley Technical College,45684.0,9.0,4.0,1.0,6977.0,0.0213299875,0.4858845671,0.1313,492.0,0.0200752823,0.1455457967,0.726984127,0.32372214941,0.27139874739,0.591743119266,0.152091254753,0.2782
Gateway Technical College,40264.0,8.0,3.0,1.0,6917.0,0.0311877903,0.5859323159,0.2563,521.0,0.0116124751,0.1522893165,0.438748914,0.170833333333,0.182719546742,0.586,0.102150537634,0.2469
The Professional Hair Design Academy,29587.0,-2.0,-2.0,-2.0,,,,0.6667,,,0.1612903226,,0.6,,,,0.3939
